Date,Mkt-RF,SMB,HML,RF
19510824,-0.28,0.32,-0.69,0.033
19510831,1.48,0.21,0.28,0.033
19510907,1.61,-0.39,0.51,0.03
19510914,0.83,0.4,0.44,0.03
19510921,-1.22,1.58,-0.34,0.03
19510928,-0.51,0.25,0.04,0.03
19511006,1.89,0.74,1.14,0.039
19511013,-0.09,0.25,-0.05,0.039
19511020,-2.88,-0.23,-0.91,0.039
19511027,-3.27,0.04,0.01,0.039
19511103,0.96,-0.8,-0.59,0.027
19511110,0.99,-0.33,0.52,0.027
19511117,-0.05,-0.01,0.61,0.027
19511124,-2.02,0.37,-0.63,0.027
19511201,2.88,-0.78,0.58,0.031
19511208,2,-0.85,-0.08,0.031
19511215,-0.12,0.13,-1.29,0.031
19511222,0.33,-0.71,0.09,0.031
19511229,0.58,-0.27,-0.46,0.031
19520105,0.81,0.5,0.33,0.039
19520112,0.56,-1.14,0.15,0.039
19520119,0.87,-0.6,1.41,0.039
19520126,0.89,-0.35,-0.76,0.039
19520202,-0.46,0.23,0.39,0.029
19520209,-0.34,0.7,-0.46,0.029
19520216,-1.3,0.11,0.19,0.029
19520223,-2.02,0.18,0.58,0.029
19520301,0.14,0.04,-0.7,0.027
19520308,2.29,-1.08,1.35,0.027
19520315,0.48,-0.67,-0.14,0.027
19520322,0.13,-0.29,0.54,0.027
19520329,1.31,-0.85,0.6,0.027
19520405,-1.35,0.26,-0.26,0.029
19520412,0.01,-0.04,0.3,0.029
19520419,-2.35,0.65,-0.5,0.029
19520426,-0.06,-0.37,1.09,0.029
19520503,-0.24,-0.64,-0.42,0.033
19520510,1.39,-0.37,-0.12,0.033
19520517,-0.59,0.24,-0.77,0.033
19520524,1.47,-0.3,0.66,0.033
19520529,-0.13,-0.17,0.45,0.033
19520606,1.53,-0.65,0.72,0.037
19520613,0.54,-0.08,-0.4,0.037
19520620,0.6,-0.13,-0.07,0.037
19520627,0.75,-0.63,0.84,0.037
19520703,0.7,0.11,-0.5,0.038
19520711,-0.3,0.02,-0.1,0.038
19520718,-0.56,-0.04,0.35,0.038
19520725,0.93,-0.05,-0.39,0.038
19520801,0.54,-0.39,0.23,0.037
19520808,0.3,0.17,-0.15,0.037
19520815,-0.91,0.55,-0.15,0.037
19520822,-0.66,0.34,-0.24,0.037
19520829,0.44,0.04,0.51,0.037
19520905,0.33,0.11,-0.74,0.041
19520912,-1.99,0.73,-0.51,0.041
19520919,-0.26,0.31,0.06,0.041
19520926,0.48,-0.04,-0.14,0.041
19521003,-1.05,0.13,-0.15,0.035
19521010,0.27,0.1,-0.36,0.035
19521017,-1.3,-0.21,-0.17,0.035
19521024,-0.72,-0.09,-0.29,0.035
19521031,1.55,-1.02,0.19,0.035
19521107,1.87,-0.72,-0.81,0.026
19521114,-0.06,0.51,-0.48,0.026
19521121,2.19,-0.01,1.27,0.026
19521128,1.86,-0.46,0.9,0.026
19521205,0.18,-0.16,-0.12,0.041
19521212,1.18,-0.65,-0.13,0.041
19521219,0.33,-0.47,0.73,0.041
19521226,0.26,0.18,0.31,0.041
19530102,0.98,0.22,-0.1,0.04
19530109,-1.3,1.71,0.64,0.04
19530116,-0.27,0.82,0,0.04
19530123,0.13,0.63,0.18,0.04
19530130,1.04,-0.22,-0.27,0.04
19530206,-1.46,0.52,-1.2,0.035
19530213,0.01,0.43,0.36,0.035
19530220,-0.19,0.45,0.38,0.035
19530227,1.4,0.72,0.35,0.035
19530306,0.02,0.18,-0.04,0.046
19530313,1.17,-0.47,0.34,0.046
19530320,0.4,0.47,-0.1,0.046
19530327,-0.39,0.07,-0.46,0.046
19530402,-2.59,-0.09,-0.69,0.04
19530410,-1.72,0.32,0.32,0.04
19530417,-0.61,-0.21,0.44,0.04
19530424,-1.88,0.06,0.26,0.04
19530501,1.74,-0.42,0.07,0.043
19530508,1,-0.39,-0.29,0.043
19530515,0.05,0.15,0.26,0.043
19530522,0.83,-0.12,0.53,0.043
19530529,-1.75,0.37,-0.22,0.043
19530605,-1.94,-0.22,-0.36,0.046
19530612,-1.07,-0.56,0.04,0.046
19530619,0.11,-0.5,0.04,0.046
19530626,1.3,-0.64,0.01,0.046
19530703,0.72,-0.28,0.11,0.036
19530710,0.07,-0.16,-0.38,0.036
19530717,-0.11,-0.22,-0.06,0.036
19530724,-0.36,0.22,-0.1,0.036
19530731,1.78,-0.55,-0.15,0.036
19530807,0.9,0.19,-0.93,0.042
19530814,-0.05,0.21,-1.09,0.042
19530821,-1.16,-0.1,-0.31,0.042
19530828,-2.54,0.23,-0.87,0.042
19530904,-0.68,-0.4,-0.63,0.04
19530911,-2.03,-0.15,-1.56,0.04
19530918,-0.92,-0.73,-0.32,0.04
19530925,1.73,0.24,0.11,0.04
19531002,1.37,-0.14,-1.26,0.031
19531009,0.1,-0.12,-0.15,0.031
19531016,2.01,-0.16,0.87,0.031
19531023,0.69,-0.21,-0.76,0.031
19531030,0.71,-0.31,0.18,0.031
19531106,1.3,-0.6,0.05,0.019
19531113,-0.1,0.04,0.03,0.019
19531120,-0.22,0.51,-0.68,0.019
19531127,1.27,-1,0.13,0.019
19531204,1.39,-0.2,-0.39,0.032
19531211,-0.72,0.15,-0.71,0.032
19531218,0.85,-0.66,-0.15,0.032
19531224,-0.67,0.4,-0.3,0.032
19531231,-0.3,-0.32,-1.71,0.032
19540108,0.85,1.6,1.57,0.027
19540115,1.88,-0.34,0.69,0.027
19540122,1.29,-0.29,0.76,0.027
19540129,1.03,-0.51,0.26,0.027
19540205,1.21,-0.67,-0.11,0.018
19540212,0.05,0.34,0.5,0.018
19540219,-0.48,0.27,-0.04,0.018
19540226,0.89,-0.24,-0.46,0.018
19540305,1.47,-1.01,0.27,0.019
19540312,0.66,0.28,-0.96,0.019
19540319,0.7,0,0.49,0.019
19540326,-0.7,0.42,-0.96,0.019
19540402,2.3,-0.62,-0.32,0.022
19540409,0.87,0.03,0.03,0.022
19540415,1.22,-1.05,-0.42,0.022
19540423,0.02,-0.26,-0.39,0.022
19540430,1.27,-1.43,0.02,0.022
19540507,0.87,-0.49,0.15,0.013
19540514,0.73,0.28,1.31,0.013
19540521,1.05,0.23,0.94,0.013
19540528,0.42,0.23,0.06,0.013
19540604,-0.14,0.78,-0.44,0.015
19540611,-1.42,0.78,0.73,0.015
19540618,1.49,-0.64,0.33,0.015
19540625,1.1,-0.85,-0.15,0.015
19540702,1.09,-0.08,-0.62,0.013
19540709,1.2,-0.32,0.28,0.013
19540716,0.02,1.09,1.74,0.013
19540723,1.19,-0.12,1.62,0.013
19540730,1.48,0.39,0.46,0.013
19540806,-0.87,1.28,-0.63,0.012
19540813,1.41,0.8,1.38,0.012
19540820,1.21,-0.55,-0.44,0.012
19540827,-1.67,0.91,-0.72,0.012
19540903,-0.34,0.15,-0.01,0.022
19540910,1.16,-0.72,1.32,0.022
19540917,1.79,-0.63,-0.01,0.022
19540924,1.69,-1.4,-0.21,0.022
19541001,-0.38,0.34,-0.93,0.017
19541008,0.84,-0.38,0.7,0.017
19541015,-2.52,1.19,0,0.017
19541022,1.49,-0.39,0.73,0.017
19541029,-1.56,0.21,-1.05,0.017
19541105,3.44,-1.52,0.9,0.016
19541112,2.66,-0.85,2.14,0.016
19541119,0.62,0.38,0.63,0.016
19541126,2.74,-1.02,0.98,0.016
19541203,0.79,1,-0.15,0.021
19541210,0.41,0.83,1.26,0.021
19541217,1.13,-0.73,2.05,0.021
19541223,0.94,0.68,0.51,0.021
19541231,1.74,0.36,1.39,0.021
19550107,-1.76,0.62,-0.69,0.02
19550114,0.15,0.88,0.31,0.02
19550121,0.16,0.65,-0.2,0.02
19550128,1.32,-1.31,2.26,0.02
19550204,2,-0.54,-0.49,0.021
19550211,1.5,0.12,-0.05,0.021
19550218,0.2,1.49,0.45,0.021
19550225,-0.46,0.3,0.31,0.021
19550304,2.3,-1.06,1.44,0.025
19550311,-4.15,0.19,-0.76,0.025
19550318,0.93,0.21,0.49,0.025
19550325,2.3,-0.78,1.22,0.025
19550401,-0.1,0.01,1.19,0.026
19550407,0.8,-0.39,0.17,0.026
19550415,1.42,-0.34,0.04,0.026
19550422,-0.21,-0.62,0.08,0.026
19550429,0.22,0.06,-0.06,0.026
19550506,0.16,-0.55,0.15,0.035
19550513,-1.04,0.3,-0.82,0.035
19550520,1.01,0.23,0.24,0.035
19550527,0.79,-0.28,-0.2,0.035
19550603,1.14,-0.93,0.14,0.026
19550610,1.75,-1.73,1.29,0.026
19550617,2,-1.16,0.6,0.026
19550624,1.1,-0.42,-0.53,0.026
19550701,0.81,0.19,-0.55,0.025
19550708,0.59,-1.79,-1.09,0.025
19550715,0,0.48,1.31,0.025
19550722,0.97,0.29,0.6,0.025
19550729,-0.09,-0.2,-0.39,0.025
19550805,-1.54,0.9,-0.27,0.04
19550812,-0.29,-0.33,0.16,0.04
19550819,-0.59,-0.09,0.84,0.04
19550826,2.06,-0.87,0.23,0.04
19550902,1.31,-0.14,-0.58,0.04
19550909,0.9,-0.14,0.62,0.04
19550916,1.63,-0.5,-0.47,0.04
19550923,0.84,-0.17,-0.06,0.04
19550930,-4.34,1.37,-1.16,0.04
19551007,-2.44,1.04,-0.24,0.045
19551014,-2.23,0.21,0.45,0.045
19551021,2.6,-0.43,0.24,0.045
19551028,-0.47,0.47,-0.33,0.045
19551104,2.88,-1.44,-0.23,0.042
19551111,2.1,-0.64,0.01,0.042
19551118,0.79,-0.23,-0.47,0.042
19551125,0.87,-0.64,1.2,0.042
19551202,0.27,1.22,-0.24,0.045
19551209,0.98,0.91,-0.88,0.045
19551216,-0.96,0.81,-0.19,0.045
19551223,1.01,-0.02,-0.22,0.045
19551230,0.33,-0.39,-0.48,0.045
19560106,-0.63,0.85,0.16,0.055
19560113,-0.85,0.37,0.05,0.055
19560120,-3.07,0.72,-0.44,0.055
19560127,0.48,-0.63,0.8,0.055
19560203,2.76,-1.59,-0.69,0.048
19560210,-1.97,0.6,0,0.048
19560217,1.96,-0.34,0.72,0.048
19560224,2.01,-0.6,0.31,0.048
19560302,1.39,-0.45,-0.29,0.038
19560309,2.02,0.17,-0.18,0.038
19560316,2.01,-1.02,-0.65,0.038
19560323,0.99,-0.68,0.19,0.038
19560329,0.09,-0.01,0.24,0.038
19560406,0.75,-0.56,-0.36,0.046
19560413,-1.56,1.57,0.29,0.046
19560420,-0.18,-0.18,0.17,0.046
19560427,0.61,-0.35,0.31,0.046
19560504,1.36,-0.3,-1.1,0.058
19560511,-1.73,0.82,0.03,0.058
19560518,-1.36,0.55,0.22,0.058
19560525,-3.92,0.44,-0.38,0.058
19560601,1.56,-0.56,-1.17,0.05
19560608,-0.97,-0.56,-0.3,0.05
19560615,2.69,-0.45,0.05,0.05
19560622,0.38,-0.03,-0.38,0.05
19560629,0.88,-0.21,-0.42,0.05
19560706,1.9,-0.83,-0.5,0.054
19560713,1.25,0.26,0.49,0.054
19560720,1.21,-0.72,-0.02,0.054
19560727,-0.3,-0.24,0.13,0.054
19560803,1.16,-0.15,-0.79,0.041
19560810,-0.4,0.35,-0.19,0.041
19560817,-0.54,0.44,-0.26,0.041
19560824,-1.56,0.78,0.18,0.041
19560831,-1.22,0.37,0.29,0.041
19560907,0.68,0.21,-0.68,0.046
19560914,-1.36,-0.04,1.09,0.046
19560921,-1.49,0.76,0.82,0.046
19560928,-3.03,0.75,0.54,0.046
19561005,1.99,-0.57,-0.27,0.062
19561012,0.97,-0.07,-0.13,0.062
19561019,-0.94,0.28,1.34,0.062
19561026,-0.09,-0.05,-0.36,0.062
19561102,1.17,-0.6,-0.63,0.051
19561109,-0.47,0.45,-0.49,0.051
19561116,-0.77,0.49,1.92,0.051
19561123,-0.93,-0.19,0.22,0.051
19561130,-0.03,-0.23,0.3,0.051
19561207,3.26,-1.27,-0.69,0.059
19561214,-0.52,1.62,-0.58,0.059
19561221,-0.34,-0.06,-0.11,0.059
19561228,0.39,-0.32,-0.42,0.059
19570104,0.56,0.6,1.39,0.067
19570111,-0.52,1.95,1.27,0.067
19570118,-3.37,0.99,-0.09,0.067
19570125,0.27,0.05,-0.36,0.067
19570201,-0.59,-0.21,0.19,0.06
19570208,-2.06,-0.04,-0.22,0.06
19570215,0.53,-0.51,-0.43,0.06
19570221,0.02,-0.07,-0.57,0.06
19570301,0.73,-0.55,0.62,0.058
19570308,0.8,0.09,-0.92,0.058
19570315,0.22,0.56,0.23,0.058
19570322,-0.05,0.35,0.21,0.058
19570329,0.23,-0.3,0.04,0.058
19570405,0.76,-0.19,-0.56,0.063
19570412,1.69,-0.49,-0.37,0.063
19570418,0.84,-0.4,-0.2,0.063
19570426,0.37,-0.67,0.62,0.063
19570503,1.7,-0.34,-1.28,0.064
19570510,0.66,0.26,-0.78,0.064
19570517,1.23,-0.32,-0.17,0.064
19570524,0.03,-0.55,0.09,0.064
19570531,0.22,-0.13,-0.56,0.064
19570607,0.36,-0.32,-0.37,0.06
19570614,0.9,-0.08,0.05,0.06
19570621,-2.33,1.23,-0.23,0.06
19570628,0.35,-0.27,0.45,0.06
19570705,2.6,-1,-0.87,0.074
19570712,0.79,-0.78,0.81,0.074
19570719,-1.1,0.64,-0.17,0.074
19570726,-0.62,-0.04,0.73,0.074
19570802,-1.33,0.41,0.25,0.063
19570809,-1.43,0.34,-0.2,0.063
19570816,-2.13,0.04,0.38,0.063
19570823,-2.69,-0.11,0.58,0.063
19570830,1.4,-0.2,-1.66,0.063
19570906,-1.05,0.73,0.12,0.064
19570913,0.2,-0.3,-0.38,0.064
19570920,-2.37,0.23,0.61,0.064
19570927,-2.56,-0.21,0.12,0.064
19571004,0.56,-0.91,0.84,0.072
19571011,-5.07,-0.84,0.25,0.072
19571018,-1.71,-0.31,-0.6,0.072
19571025,0.42,-0.75,-1.78,0.072
19571101,-0.27,0.48,-0.13,0.069
19571108,-0.33,1.08,-1.21,0.069
19571115,0.52,-0.14,-0.16,0.069
19571122,1.35,-0.5,-0.78,0.069
19571129,2.2,-0.71,-0.81,0.069
19571206,-0.89,0.62,-1.05,0.06
19571213,-1.17,-0.79,0.62,0.06
19571220,-3.07,-0.13,-0.01,0.06
19571227,0.71,-0.35,-1.17,0.06
19580103,2.79,0.65,1.97,0.069
19580110,-1.14,2.2,0.21,0.069
19580117,1.88,0.02,0.98,0.069
19580124,1.54,0.96,-0.01,0.069
19580131,-0.04,-0.1,0.64,0.069
19580207,0.33,0.13,-0.18,0.03
19580214,-0.84,0.07,0.71,0.03
19580221,-1.01,0.72,-0.03,0.03
19580228,-0.02,-0.21,-0.21,0.03
19580307,2.92,-0.45,-0.99,0.024
19580314,0.79,0.23,0.34,0.024
19580321,0.21,0.6,-0.05,0.024
19580328,-0.34,0.21,-0.21,0.024
19580403,-1.73,0.03,0.44,0.02
19580411,0.72,0.21,1.12,0.02
